date,region,product,orders,sessions,units_sold,unit_price,discount,revenue,product_cost,marketing_spend
2026-06-22,East,Product B,525,14927,632,2280,78722.6733474689,1362237.326652531,744276.0669617843,68215.4949442255
2026-06-22,East,Product C,539,15414,762,2460,121265.82352306844,1753254.1764769317,1019865.680907857,65861.34343785352
2026-06-22,East,Product D,555,15982,700,2640,124360.14143603391,1723639.8585639661,927526.2338819577,79424.72721872639
2026-06-22,West,Product A,547,15592,741,2100,81396.76353760337,1474703.2364623966,852234.1851251521,71053.83843280916
2026-06-22,West,Product B,602,17187,747,2280,89953.44992515171,1613206.5500748483,848664.1891359917,80341.39971705011
2026-06-22,West,Product C,569,16191,811,2460,145278.64980250972,1849781.3501974903,1065255.062571569,114444.47272551783
2026-06-22,West,Product D,591,16698,793,2640,97946.85152365072,1995573.1484763492,1062489.8604671569,81978.64271111262
2026-06-23,North,Product A,426,12184,524,2100,87616.08212893708,1012783.9178710629,543425.4662476651,57323.07263402459
2026-06-23,North,Product B,437,12543,509,2280,84909.94067421826,1075610.0593257817,617433.8314113347,66717.08758828868
2026-06-23,North,Product C,465,13057,662,2460,145737.00810253416,1482782.991897466,852708.836549499,86460.32783721984
2026-06-23,North,Product D,488,13829,662,2640,106700.33292672066,1640979.6670732794,979063.1109501945,100827.39199074075
2026-06-23,South,Product A,484,13864,597,2100,106475.8422878568,1147224.1577121431,666814.4006388099,74423.01468907097
2026-06-23,South,Product B,463,13150,561,2280,68276.12737863681,1210803.8726213633,731967.0045858717,53758.27424831429
2026-06-23,South,Product C,524,15124,615,2460,81262.13894799748,1431637.8610520025,842980.4064943598,80577.50534501772
2026-06-23,South,Product D,535,15406,675,2640,135870.46278669994,1646129.5372133001,959460.3438171883,79939.52567459519
2026-06-23,East,Product A,471,13320,604,2100,69001.37684952837,1199398.6231504716,656663.7897171552,45212.05593572148
2026-06-23,East,Product B,495,14203,609,2280,95269.70983545175,1293250.2901645482,731469.2310640535,48663.45503880187
2026-06-23,East,Product C,541,15476,682,2460,130865.68565300283,1546854.314346997,814557.5643605245,68482.99885113446
2026-06-23,East,Product D,561,16047,658,2640,118806.87914858929,1618313.1208514108,980409.3766499484,89459.16002182472
2026-06-23,West,Product A,515,14694,622,2100,90305.85166407442,1215894.1483359255,685988.2992686175,49617.89669413907
2026-06-23,West,Product B,543,15481,685,2280,104773.23733598988,1457026.76266401,847697.3452421735,79511.60090232607
2026-06-23,West,Product C,592,16896,688,2460,95829.86048734261,1596650.1395126574,857919.2621167111,82121.53605156441
2026-06-23,West,Product D,535,15395,637,2640,97000.3006288558,1584679.6993711442,964100.7161400495,97101.68457002312
2026-06-24,North,Product A,363,10402,467,2100,71677.18576219154,909022.8142378085,514241.71558089287,37078.06054300191
2026-06-24,North,Product B,500,14404,617,2280,58655.63533104818,1348104.3646689518,741187.6644861273,82815.83688069704
2026-06-24,North,Product C,439,12509,601,2460,77849.56672481446,1400610.4332751855,745905.0352633848,70486.89158943163
2026-06-24,North,Product D,538,15310,639,2640,143877.05804999126,1543082.9419500087,816720.5854646573,59012.23392503285
2026-06-24,South,Product A,476,13573,627,2100,101201.7951269802,1215498.2048730198,706296.4930317502,84966.92747895178
2026-06-24,South,Product B,524,14953,673,2280,133709.51142633773,1400730.4885736622,847605.0665304082,67305.91870370731
2026-06-24,South,Product C,507,14542,697,2460,116979.94517752205,1597640.054822478,927382.3755551666,100781.91586993932
2026-06-24,South,Product D,491,14175,658,2640,85689.56746700132,1651430.4325329987,874560.9176209932,98094.41171651064
2026-06-24,East,Product A,488,14030,650,2100,94860.52788146585,1270139.4721185341,678098.4622718225,75865.89556283169
2026-06-24,East,Product B,501,14125,725,2280,144643.10827873144,1508356.8917212687,790094.6627819666,80307.09658261936
2026-06-24,East,Product C,557,15862,674,2460,93950.50839850745,1564089.4916014925,823246.6375714175,56432.49650636721
2026-06-24,East,Product D,586,16697,785,2640,92553.67116925464,1979846.3288307453,1086192.3528459242,71230.19700003677
2026-06-24,West,Product A,533,15301,666,2100,79230.47493235666,1319369.5250676433,696348.1316316947,82932.35999285636
2026-06-24,West,Product B,570,16246,765,2280,115014.16825922376,1629185.8317407763,849395.4140201936,107811.4854224363
2026-06-24,West,Product C,545,15587,765,2460,167272.44278868832,1714627.5572113118,929280.4615275407,111986.90633123666
2026-06-24,West,Product D,629,17967,887,2640,198650.356781866,2143029.643218134,1175469.5543321932,96036.51576068513
2026-06-25,North,Product A,439,12556,571,2100,74067.67805592086,1125032.3219440791,681336.7150108274,76735.10329366592
2026-06-25,North,Product B,414,11941,477,2280,81484.57697584962,1006075.4230241504,540756.0479744702,51801.01440083263
2026-06-25,North,Product C,479,13682,553,2460,91150.10238243944,1269229.8976175606,703575.9941499436,66798.49140634623
2026-06-25,North,Product D,528,15138,743,2640,106886.93183522782,1854633.0681647721,1098461.1671359106,83561.91413494115
2026-06-25,South,Product A,475,13565,596,2100,54407.80441532355,1197192.1955846765,650379.5481124267,68012.24424572865
2026-06-25,South,Product B,490,13917,593,2280,112831.1016840333,1239208.8983159666,742296.8246437708,70345.91260770915
2026-06-25,South,Product C,521,14980,621,2460,62119.31806837583,1465540.6819316242,796853.9554618626,58189.8272498383
2026-06-25,South,Product D,540,15463,685,2640,114237.89753122148,1694162.1024687786,1018866.0434808885,73903.50079105765
2026-06-25,East,Product A,491,14002,578,2100,56856.56821949042,1156943.4317805097,704770.5089427023,41671.58047581889
2026-06-25,East,Product B,466,13218,618,2280,78787.9897133188,1330252.0102866811,704738.8740136299,84315.97869716729
2026-06-25,East,Product C,555,16015,703,2460,113351.09426145897,1616028.905738541,856936.33839389,88436.01506834582
2026-06-25,East,Product D,589,16797,708,2640,134541.81947380508,1734578.1805261949,1014200.1486823027,92057.36096003288
2026-06-25,West,Product A,553,15726,703,2100,128100.33228277726,1348199.6677172228,816087.2925287045,48604.2605563988
2026-06-25,West,Product B,532,15243,670,2280,84376.9949018011,1443223.005098199,828697.3237468951,92052.61572621604
2026-06-25,West,Product C,507,14386,682,2460,91762.36934587057,1585957.6306541294,935769.6940956814,71566.09685198648
2026-06-25,West,Product D,606,17232,796,2640,162201.10936306164,1939238.8906369384,1157949.6819439982,71877.90084592268
2026-06-26,North,Product A,441,12619,611,2100,107090.07772154376,1176009.9222784562,617589.4068042937,70611.5680399439
2026-06-26,North,Product B,419,11955,506,2280,67028.95316194005,1086651.04683806,645058.4633702724,58947.34840294252
2026-06-26,North,Product C,507,14488,674,2460,70739.37001131164,1587300.6299886883,888264.4393691962,76922.84714985653
2026-06-26,North,Product D,493,14181,636,2640,135546.04888312347,1543493.9511168764,870032.8860346219,106074.00004760301
2026-06-26,South,Product A,458,13117,634,2100,57644.58611908802,1273755.413880912,772995.7994981456,83678.22928028091
2026-06-26,South,Product B,456,13017,611,2280,119482.01850929175,1273597.9814907082,754076.5858225645,51753.05063488412
2026-06-26,South,Product C,476,13566,584,2460,97399.41354442369,1339240.5864555764,734985.8873486731,90328.7905779176
2026-06-26,South,Product D,536,15280,766,2640,106787.26553172339,1915452.7344682766,996148.6409864762,93026.24070143442
2026-06-26,East,Product A,515,14669,722,2100,87813.58768312144,1428386.4123168786,755493.4965120051,86362.02204944317
2026-06-26,East,Product B,500,14252,724,2280,141299.96550646878,1509420.034493531,834333.9781225699,70117.68283779024
2026-06-26,East,Product C,551,15720,648,2460,103602.2006797964,1490477.7993202037,781790.6105429209,78475.52798607266
2026-06-26,East,Product D,522,14973,608,2640,139581.44475441327,1465538.5552455867,784709.0063247136,72325.45119649547
2026-06-26,West,Product A,543,15376,627,2100,103669.0313367164,1213030.9686632836,650006.0067353486,61983.915380691215
2026-06-26,West,Product B,575,16524,732,2280,97271.4296146277,1571688.5703853723,887071.3213547241,70476.67745303255
2026-06-26,West,Product C,631,17987,842,2460,176299.45228884064,1895020.5477111593,1046666.415673289,103117.63885468668
2026-06-26,West,Product D,582,16658,780,2640,171975.83789386225,1887224.1621061377,1036768.2706367555,112821.40787541178
2026-06-27,North,Product A,403,11465,502,2100,76860.29912336878,977339.7008766312,515594.8111544543,56869.28321044093
2026-06-27,North,Product B,489,13895,575,2280,87998.09538494874,1223001.9046150513,704508.4399770261,82261.7972879402
2026-06-27,North,Product C,515,14561,674,2460,123895.6498757021,1534144.350124298,885829.5380679996,90114.01694973889
2026-06-27,North,Product D,512,14644,665,2640,89532.78620998896,1666067.2137900111,924206.016468594,62614.099323258604
2026-06-27,South,Product A,455,12980,539,2100,65756.0600298276,1066143.9399701725,601858.917128677,41713.46612426213
2026-06-27,South,Product B,487,13993,623,2280,77284.98653715059,1343155.0134628494,797772.1956940362,82100.02991470654
2026-06-27,South,Product C,467,13195,627,2460,78758.97977128468,1463661.0202287154,809899.5777184834,83171.67858053709
2026-06-27,South,Product D,497,14081,669,2640,130085.86350538374,1636074.1364946163,919128.7345341318,68062.64936260699
2026-06-27,East,Product A,440,12543,613,2100,112334.97232464163,1174965.0276753583,699784.0416433524,67749.11116062656
2026-06-27,East,Product B,549,15774,716,2280,92875.363842231,1539604.636157769,845882.7225448521,62263.73352169639
2026-06-27,East,Product C,584,16825,760,2460,83432.64641603293,1786167.353583967,991950.2034861856,121927.90027907782
2026-06-27,East,Product D,601,17167,726,2640,106132.6299568184,1810507.3700431816,991223.5600092445,126001.00139794627
2026-06-27,West,Product A,503,14391,643,2100,67328.67896253733,1282971.3210374627,679408.0898348907,49559.433889258864
2026-06-27,West,Product B,540,15500,646,2280,61802.23472704426,1411077.7652729556,853618.5759146028,66073.56168150765
2026-06-27,West,Product C,577,16526,748,2460,122878.79540588954,1717201.2045941104,963603.6979655083,100729.93548699003
2026-06-27,West,Product D,581,16349,835,2640,170274.9869537427,2034125.0130462572,1213899.1520132155,120946.5962380979
2026-06-28,North,Product A,426,12279,525,2100,70506.30955163496,1031993.690448365,599444.0869262883,59450.57091901174
2026-06-28,North,Product B,443,12563,600,2280,56980.377432707595,1311019.6225672923,716843.8904281263,82733.1436527547
2026-06-28,North,Product C,544,15618,626,2460,72183.38031299185,1467776.6196870082,875685.6709069926,83458.45885576996
2026-06-28,North,Product D,483,13782,655,2640,108221.22337883583,1620978.7766211643,870360.3733431945,111535.42431295768
2026-06-28,South,Product A,420,12105,508,2100,64800.656494177,1001999.343505823,550050.3236890944,47784.708397808616
2026-06-28,South,Product B,475,13584,623,2280,72553.4792985486,1347886.5207014515,805028.5458095624,86050.94815398475
2026-06-28,South,Product C,456,13096,642,2460,101797.79126751845,1477522.2087324816,880317.1264444186,75561.16850532086
2026-06-28,South,Product D,517,14782,666,2640,154401.73586356986,1603838.26413643,969924.8613626966,110418.52299381244
2026-06-28,East,Product A,459,13073,538,2100,63019.74369834839,1066780.2563016517,585753.3557778889,64368.98434515477
2026-06-28,East,Product B,550,15801,776,2280,138067.66529022943,1631212.3347097705,923533.601139178,66285.35794986786
2026-06-28,East,Product C,536,15252,676,2460,117989.58734124902,1544970.412658751,872537.1234134468,64758.408656056985
2026-06-28,East,Product D,584,16652,797,2640,100693.57520469539,2003386.4247953047,1167839.6338807573,87960.73157379824
2026-06-28,West,Product A,514,14682,689,2100,118522.32422660582,1328377.6757733943,695056.7053882943,55483.55310561278
2026-06-28,West,Product B,541,15477,662,2280,113735.4705622587,1395624.5294377413,817999.6532714862,84112.7035044747
2026-06-28,West,Product C,578,16551,707,2460,92610.35952214157,1646609.6404778585,910118.8781758382,102637.07922715766
2026-06-28,West,Product D,594,17073,692,2640,155365.5435106072,1671514.4564893928,1009944.3589348731,69409.8803263298
2026-06-29,North,Product A,415,11916,479,2100,51783.601894079075,954116.3981059209,540329.5711351655,56864.78471981393
2026-06-29,North,Product B,384,11050,447,2280,61988.583027647175,957171.4169723528,553683.0784932876,38640.63425446987
2026-06-29,North,Product C,453,12867,555,2460,60948.77065681873,1304351.2293431812,747070.7058548591,68433.7469797576
2026-06-29,North,Product D,458,13048,548,2640,79230.38230630597,1367489.617693694,743695.8831967051,59740.57772602524
2026-06-29,South,Product A,416,11795,541,2100,83749.60578863592,1052350.394211364,639302.8529019129,68236.8814501361
2026-06-29,South,Product B,458,13116,607,2280,74640.23414956125,1309319.7658504387,791255.8665598558,64589.95237126004
2026-06-29,South,Product C,507,14402,720,2460,144139.64870891118,1627060.3512910889,880234.8831457322,58761.107797265184
2026-06-29,South,Product D,508,14522,660,2640,76321.45901210858,1666078.5409878914,1001304.0797467813,98410.22334490261
2026-06-29,East,Product A,472,13687,592,2100,105708.42875834262,1137491.5712416575,688020.8549623246,53638.34328307335
2026-06-29,East,Product B,538,15475,650,2280,62481.799783645365,1419518.2002163546,781908.2957080009,98841.98469220997
2026-06-29,East,Product C,590,16900,826,2460,95812.16238325508,1936147.837616745,1110015.112748128,105408.6101345753
2026-06-29,East,Product D,573,16381,720,2640,141915.4351680278,1758884.5648319721,992230.3962321604,78846.21390533046
2026-06-29,West,Product A,495,13948,678,2100,114380.09794756594,1309419.9020524342,779589.2520725175,90516.08032365942
2026-06-29,West,Product B,571,16207,779,2280,140175.5522370794,1635944.4477629205,853192.4087057563,111207.68793590026
2026-06-29,West,Product C,603,17161,758,2460,149669.10018875622,1715010.8998112439,1012509.5946725269,88157.56414307728
2026-06-29,West,Product D,620,17607,897,2640,209173.0500684795,2158906.9499315205,1129912.96625101,146913.17138229884
2026-06-30,North,Product A,408,11632,569,2100,89261.31971019659,1105638.6802898033,665497.9965131754,49150.944396253224
2026-06-30,North,Product B,474,13635,560,2280,99945.11075417574,1176854.8892458242,657186.0571306176,64594.622739074184
2026-06-30,North,Product C,490,14045,695,2460,91246.83515257109,1618453.164847429,917202.6187842033,95574.37517767919
2026-06-30,North,Product D,488,14125,638,2640,129936.03138781665,1554383.9686121834,936537.5304686027,89300.34971306089
2026-06-30,South,Product A,473,13676,675,2100,61389.26882368154,1356110.7311763184,799109.3828483721,69468.91868464147
2026-06-30,South,Product B,467,13222,656,2280,80021.36242651379,1415658.6375734862,841009.8066303286,61664.75318096779
2026-06-30,South,Product C,504,14500,675,2460,98479.56681971467,1562020.4331802854,921348.0178330808,103738.74111224114
2026-06-30,South,Product D,586,16862,699,2640,143406.03135982694,1701953.968640173,998585.6286815392,68217.92281341966
2026-06-30,East,Product A,465,13348,603,2100,65270.64431393937,1201029.3556860606,642040.8295974624,58035.90050792833
2026-06-30,East,Product B,518,14790,735,2280,104272.18814389568,1571527.8118561043,930185.2235028752,70650.83764536871
2026-06-30,East,Product C,513,14643,626,2460,75246.08057931939,1464713.9194206805,795576.2674155633,99737.64695282633
2026-06-30,East,Product D,560,16088,787,2640,95790.62304142432,1981889.3769585756,1042180.4334220316,85429.91981873871
2026-06-30,West,Product A,525,14884,618,2100,64949.829827221794,1232850.1701727782,727928.683100048,70526.25985238052
2026-06-30,West,Product B,568,16129,759,2280,127588.80132859702,1602931.1986714029,856260.4083295083,90014.19760664113
2026-06-30,West,Product C,579,16786,668,2460,147647.0358354134,1495632.9641645865,819857.3511481738,79033.20073196148
2026-06-30,West,Product D,622,17722,782,2640,106726.98877627635,1957753.0112237236,1050267.1250753424,90676.75766793819
2026-07-01,North,Product A,456,13127,567,2100,98904.90432669889,1091795.095673301,588383.8121137908,54526.22244605758
2026-07-01,North,Product B,445,12752,609,2280,97651.20254352162,1290868.7974564785,694227.1575409911,76738.68737009655
2026-07-01,North,Product C,456,13218,577,2460,71510.45064746932,1347909.5493525306,764192.6044366757,74556.78280987617
2026-07-01,North,Product D,519,14900,698,2640,100327.313448721,1742392.686551279,1003725.5092029662,114460.92521907439
2026-07-01,South,Product A,495,14083,587,2100,81676.75527448133,1151023.2447255186,669944.3114625985,53801.118947815616
2026-07-01,South,Product B,441,12768,617,2280,96931.78118164836,1309828.2188183516,749013.279211157,70167.77362726846
2026-07-01,South,Product C,514,14865,618,2460,125973.79906795808,1394306.200932042,814993.3504145973,85399.83993373832
2026-07-01,South,Product D,583,16626,780,2640,132301.2917532728,1926898.7082467272,1061926.1306501203,84876.39118764858
2026-07-01,East,Product A,464,13366,636,2100,76085.24899883258,1259514.7510011673,750205.2361966377,61088.41402856436
2026-07-01,East,Product B,499,14278,610,2280,95615.55784844208,1295184.442151558,762407.2465084158,52079.211547603685
2026-07-01,East,Product C,569,16481,669,2460,117625.421596131,1528114.578403869,901002.1523008938,102023.00089817129
2026-07-01,East,Product D,597,17121,812,2640,175825.9606533546,1967854.0393466454,1118330.9947976894,103778.48254657134
2026-07-01,West,Product A,538,15508,650,2100,93728.10874597142,1271271.8912540285,693071.1408623958,55274.59459017378
2026-07-01,West,Product B,539,15338,766,2280,156688.67635640662,1589791.3236435934,948354.4972572358,65085.157200019006
2026-07-01,West,Product C,575,16412,672,2460,140560.93092034655,1512559.0690796534,920794.0652104946,80012.55899518421
2026-07-01,West,Product D,620,17645,760,2640,175874.01737006506,1830525.982629935,953207.5622698377,110676.15206443585
2026-07-02,North,Product A,388,10960,503,2100,93504.51668527474,962795.4833147252,575721.2712855691,52988.44098525002
2026-07-02,North,Product B,499,14085,653,2280,67777.38762025,1421062.61237975,763225.590927087,87743.9012876102
2026-07-02,North,Product C,511,14805,692,2460,127957.2792975136,1574362.7207024863,959112.7101872512,56393.236463483794
2026-07-02,North,Product D,490,14008,641,2640,75340.53622116445,1616899.4637788355,949692.9481517429,75873.43906630622
2026-07-02,South,Product A,434,12361,624,2100,97100.30992952302,1213299.690070477,667643.3757310464,78787.59810357098
2026-07-02,South,Product B,513,14623,655,2280,107239.9673708907,1386160.0326291092,726520.7218024189,59360.75863782934
2026-07-02,South,Product C,490,13993,659,2460,121940.7720140087,1499199.2279859914,890379.8390047196,66283.60741097161
2026-07-02,South,Product D,521,14897,718,2640,126336.90521458045,1769183.0947854195,947727.5505409143,122745.06300506173
2026-07-02,East,Product A,494,14073,659,2100,59927.53434360645,1323972.4656563934,690084.4715621866,79495.36767610046
2026-07-02,East,Product B,508,14442,720,2280,69216.56968547683,1572383.4303145232,855515.3990838834,76431.851247311
2026-07-02,East,Product C,571,16338,733,2460,84407.01764360533,1718772.9823563946,935380.6503638579,119180.93461678919
2026-07-02,East,Product D,567,16184,702,2640,153854.1260618945,1699425.8739381055,1020013.7225391585,100114.9274653552
2026-07-02,West,Product A,539,15364,781,2100,89857.48480584184,1550242.515194158,897383.2377086004,75418.19039654196
2026-07-02,West,Product B,509,14513,621,2280,98837.6268834576,1317042.3731165424,795883.9742732098,67843.63400771
2026-07-02,West,Product C,570,16372,790,2460,160464.3250731385,1782935.6749268614,989904.4652077608,80259.79235199912
2026-07-02,West,Product D,636,18239,773,2640,108918.27320285278,1931801.7267971472,1050897.4395274688,85197.22857954625
2026-07-03,North,Product A,411,11732,523,2100,74858.03231164791,1023441.9676883521,582878.6145916809,67791.09737148433
2026-07-03,North,Product B,398,11286,552,2280,101050.4996981365,1157509.5003018635,624524.7869624251,74248.9108959932
2026-07-03,North,Product C,469,13452,592,2460,96714.70172133872,1359605.2982786612,728178.3395347757,83721.90365040804
2026-07-03,North,Product D,504,14433,630,2640,109230.15616084535,1553969.8438391546,835300.0174195659,87402.92334892662
2026-07-03,South,Product A,439,12538,628,2100,95184.53407196526,1223615.4659280349,737789.2678656848,73074.69153472217
2026-07-03,South,Product B,510,14560,591,2280,80417.47513032563,1267062.5248696744,691310.6261608513,72470.54315535616
2026-07-03,South,Product C,505,14277,724,2460,87377.95946048097,1693662.040539519,882316.3328683864,116271.80232633249
2026-07-03,South,Product D,556,15820,751,2640,100681.50916471699,1881958.490835283,1099691.6813643454,83150.73436469398
2026-07-03,East,Product A,500,14115,681,2100,124641.47168774813,1305458.528312252,752649.8442858149,87399.83441847825
2026-07-03,East,Product B,546,15641,670,2280,61264.92689238211,1466335.073107618,788331.1229759979,94112.5283658744
2026-07-03,East,Product C,481,13863,680,2460,104571.54573308703,1568228.454266913,835503.6735299837,107348.86647172405
2026-07-03,East,Product D,535,15083,716,2640,105333.36899558683,1784906.6310044131,956503.3647462786,116031.0888240466
2026-07-03,West,Product A,590,16896,769,2100,101684.06177158971,1513215.9382284102,863618.7826589188,101761.00006237155
2026-07-03,West,Product B,532,15230,690,2280,71262.44828570602,1501937.551714294,817791.8393970985,87131.83414760059
2026-07-03,West,Product C,581,16515,747,2460,159431.29888801675,1678188.7011119833,967307.745986185,106351.67133787641
2026-07-03,West,Product D,625,17922,753,2640,85504.98106235579,1902415.0189376443,1142575.1805023656,93967.61874706113
2026-07-04,North,Product A,461,13148,594,2100,105162.08460135308,1142237.9153986468,599186.2444889734,41736.40679943384
2026-07-04,North,Product B,433,12344,529,2280,108415.59949505753,1097704.4005049425,603485.9261706352,74788.73634541334
2026-07-04,North,Product C,460,13237,604,2460,94659.05224195422,1391180.9477580457,727528.8487090206,61690.32275626998
2026-07-04,North,Product D,452,12934,643,2640,95773.0891445588,1601746.9108554411,845286.2843992485,58205.85339213093
2026-07-04,South,Product A,465,13230,571,2100,48957.57582955357,1150142.4241704463,698034.8691745683,58740.751770910676
2026-07-04,South,Product B,491,13900,694,2280,139817.1926363788,1442502.8073636212,868292.6805910767,67758.36061255877
2026-07-04,South,Product C,522,14835,648,2460,119957.73623690398,1474122.263763096,776631.0471249055,57328.67976099643
2026-07-04,South,Product D,564,16021,662,2640,88416.11210463454,1659263.8878953655,973541.22761131,69256.55391887663
2026-07-04,East,Product A,504,14433,701,2100,107244.14373192414,1364855.8562680758,763767.0526504304,89295.05654780795
2026-07-04,East,Product B,541,15513,636,2280,92386.28513458361,1357693.7148654163,780000.7932876393,50265.11115829963
2026-07-04,East,Product C,560,15919,714,2460,99920.19276987975,1656519.8072301203,902725.2336796894,70356.18656802873
2026-07-04,East,Product D,566,16263,663,2640,129539.42994430971,1620780.5700556904,887126.6193730608,67971.85155255158
2026-07-04,West,Product A,503,14438,673,2100,79011.64854903003,1334288.35145097,733941.0022130666,68342.82241225531
2026-07-04,West,Product B,603,17175,782,2280,136037.7132903461,1646922.286709654,883385.5470410289,76221.2409730863
2026-07-04,West,Product C,552,15783,745,2460,99954.36434535056,1732745.6356546495,1035606.7556487354,89921.26930889736
2026-07-04,West,Product D,590,16755,750,2640,122921.27564120252,1857078.7243587975,1102850.9020270486,124731.76689385662
2026-07-05,North,Product A,387,11013,504,2100,63317.48821543723,995082.5117845627,553877.74735124,44181.17672385229
2026-07-05,North,Product B,426,12146,611,2280,79379.05265155315,1313700.9473484468,787464.1349940856,63671.01902017461
2026-07-05,North,Product C,451,12990,549,2460,96094.84484361745,1254445.1551563826,762068.8779121656,87783.14700771701
2026-07-05,North,Product D,490,14115,646,2640,121210.66677022747,1584229.3332297725,906760.4113970202,92979.38209682245
2026-07-05,South,Product A,420,12019,520,2100,76807.09443082122,1015192.9055691788,532947.5358332078,42767.20699820164
2026-07-05,South,Product B,478,13749,629,2280,60956.340491653085,1373163.6595083468,740934.341767538,77419.67063816446
2026-07-05,South,Product C,522,14901,606,2460,80042.39962854965,1410717.6003714504,772641.4836300344,92762.06289886145
2026-07-05,South,Product D,483,13734,586,2640,132723.09483986968,1414316.9051601302,772745.7143274079,88530.97521110023
2026-07-05,East,Product A,472,13581,603,2100,74413.65309241165,1191886.3469075884,726567.3588180408,70112.90730124501
